gene name	KO	thrshld	score	E-value	KO definition	MAG	CP	Count
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011250_5	K00789	18.87	84.3	2.70E-24	S-adenosylmethionine synthetase [EC:2.5.1.6]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011250_7	K07091	204.07	444.2	1.60E-133	lipopolysaccharide export system permease protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011250_7	K11720	205.47	280.4	5.90E-84	lipopolysaccharide export system permease protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011459_1	K02014	101.73	124.1	2.30E-36	iron complex outermembrane recepter protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011459_2	K07080	83.67	305.7	1.80E-91	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011459_3	K11178	244.57	381.3	1.50E-114	xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011459_4	K11177	644.07	697	1.40E-209	xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011459_5	K03518	242.67	246.4	1.50E-73	aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011459_5	K13483	227.13	238.7	1.40E-71	xanthine dehydrogenase YagT iron-sulfur-binding subunit	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011467_3	K07025	116.67	138.9	7.00E-41	putative hydrolase of the HAD superfamily	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011467_6	K07257	119.87	210	1.60E-62	spore coat polysaccharide biosynthesis protein SpsF	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011467_7	K07814	215.7	272.2	3.00E-81	putative two-component system response regulator	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011467_9	K02556	85.33	262	1.70E-78	chemotaxis protein MotA	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011551_3	K00335	594.87	759.9	4.70E-229	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011551_4	K19339	125.7	127.9	1.20E-37	NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011782_2	K02666	447	475.8	7.90E-143	type IV pilus assembly protein PilQ	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011782_3	K02665	62.6	63.9	4.80E-18	type IV pilus assembly protein PilP	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011782_4	K02664	62.67	125.2	9.90E-37	type IV pilus assembly protein PilO	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011782_5	K02663	82.2	124.3	2.60E-36	type IV pilus assembly protein PilN	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011782_6	K02662	119.73	311.2	4.40E-93	type IV pilus assembly protein PilM	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011782_7	K02871	72.63	221.9	2.60E-66	large subunit ribosomal protein L13	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011782_8	K02996	108.93	208.3	5.70E-62	small subunit ribosomal protein S9	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011782_9	K02967	137.83	417	2.30E-125	small subunit ribosomal protein S2	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011782_10	K02357	118.43	267.7	6.60E-80	elongation factor Ts	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011801_2	K04028	46.9	69.1	8.50E-20	ethanolamine utilization protein EutN	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011801_3	K04028	46.9	52	1.80E-14	ethanolamine utilization protein EutN	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011801_4	K01628	203.37	219	2.60E-65	L-fuculose-phosphate aldolase [EC:4.1.2.17]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011801_7	K00814	551.83	618.9	2.70E-186	alanine transaminase [EC:2.6.1.2]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011801_8	K03782	114.4	1313.5	0	catalase-peroxidase [EC:1.11.1.21]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011801_9	K22297	132.7	223.9	3.20E-67	Fur family transcriptional regulator, stress-responsive regulator	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011933_2	K12574	135.3	676.3	1.20E-203	ribonuclease J [EC:3.1.-.-]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011933_3	K03466	51.27	735.6	2.20E-221	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011933_4	K01448	31.93	257.6	7.10E-77	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011933_6	K01255	404.33	543.4	2.50E-163	leucyl aminopeptidase [EC:3.4.11.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011983_4	K20483	138.27	681.2	7.40E-205	lantibiotic biosynthesis protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10011983_5	K20484	99.33	241.9	3.60E-72	lantibiotic biosynthesis protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012165_1	K07216	235.43	267.7	5.80E-80	hemerythrin	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012165_1	K03406	63.73	239.6	2.00E-71	methyl-accepting chemotaxis protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012165_2	K03408	106.97	114.7	1.50E-33	purine-binding chemotaxis protein CheW	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012165_3	K03412	192.67	403.8	3.10E-121	two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012165_4	K00575	152.17	284	6.80E-85	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012165_5	K05962	162.13	231.2	8.40E-69	protein-histidine pros-kinase [EC:2.7.13.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012824_1	K00854	357.3	479.5	5.70E-144	xylulokinase [EC:2.7.1.17]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012824_2	K00849	363.63	490.6	1.40E-147	galactokinase [EC:2.7.1.6]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012824_3	K07133	95.3	165	7.50E-49	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012824_6	K07133	95.3	218.7	4.10E-65	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012824_7	K07133	95.3	279.8	1.40E-83	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012864_3	K07133	95.3	266.5	1.50E-79	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012918_1	K02014	101.73	122	9.60E-36	iron complex outermembrane recepter protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012918_3	K01966	805.17	904	1.70E-272	propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012918_6	K20509	182.9	580.6	5.20E-175	carboxybiotin decarboxylase [EC:7.2.4.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012957_1	K00208	253	259.4	1.50E-77	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012957_8	K01755	169.3	586	4.80E-176	argininosuccinate lyase [EC:4.3.2.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012957_9	K01940	88.13	294.8	3.70E-88	argininosuccinate synthase [EC:6.3.4.5]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012957_10	K03402	64.93	151.5	7.60E-45	transcriptional regulator of arginine metabolism	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10012957_11	K00145	154.03	364	2.60E-109	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013149_4	K00756	560.63	618.2	2.00E-186	pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013149_4	K00758	556.77	576	1.90E-173	thymidine phosphorylase [EC:2.4.2.4]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013149_6	K03783	175.63	396.3	5.20E-119	purine-nucleoside phosphorylase [EC:2.4.2.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013149_7	K01489	40.23	179	3.90E-53	cytidine deaminase [EC:3.5.4.5]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013165_5	K02195	95.1	190.7	9.10E-57	heme exporter protein C	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013165_6	K02194	63.07	189.3	1.90E-56	heme exporter protein B	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013165_7	K02193	197.07	210.9	7.60E-63	heme exporter protein A [EC:7.6.2.5]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013165_10	K02198	476.83	700.4	1.00E-210	cytochrome c-type biogenesis protein CcmF	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013165_11	K02197	35.47	109.3	4.80E-32	cytochrome c-type biogenesis protein CcmE	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013263_6	K03113	33.53	49.4	1.70E-13	translation initiation factor 1	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013299_1	K08217	214.37	236.1	1.50E-70	MFS transporter, DHA3 family, macrolide efflux protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013299_3	K02036	252	370	2.50E-111	phosphate transport system ATP-binding protein [EC:7.3.2.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013299_4	K02036	252	296.5	5.60E-89	phosphate transport system ATP-binding protein [EC:7.3.2.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013299_5	K02038	249.97	304.5	2.30E-91	phosphate transport system permease protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013299_6	K02037	249.73	353.6	5.10E-106	phosphate transport system permease protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013299_7	K02040	58.6	237.6	8.10E-71	phosphate transport system substrate-binding protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013299_8	K02039	112.87	202.2	2.90E-60	phosphate transport system protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013299_9	K00975	188.07	372.5	8.80E-112	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013323_1	K03043	358.87	1656.6	0	DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013323_2	K02935	24.73	166.8	1.80E-49	large subunit ribosomal protein L7/L12	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013323_3	K02864	51.23	169.7	3.70E-50	large subunit ribosomal protein L10	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013323_4	K02863	99.1	335.6	1.10E-100	large subunit ribosomal protein L1	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013323_5	K02867	71.33	244.2	7.50E-73	large subunit ribosomal protein L11	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013323_6	K02601	93.77	254.9	2.20E-76	transcription termination/antitermination protein NusG	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013323_7	K03073	22.7	71	3.00E-20	preprotein translocase subunit SecE	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013323_8	K02913	23.6	59.5	1.30E-16	large subunit ribosomal protein L33	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013347_2	K09457	108.2	201.5	3.30E-60	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013413_5	K06223	64.63	221.8	5.00E-66	DNA adenine methylase [EC:2.1.1.72]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013413_6	K07451	48.87	100.3	2.80E-29	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013413_9	K04656	151.73	627.1	1.10E-188	hydrogenase maturation protein HypF	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013531_4	K13668	251.27	327	7.10E-98	phosphatidyl-myo-inositol dimannoside synthase [EC:2.4.1.346]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013592_2	K02386	44.97	90.9	3.10E-26	flagella basal body P-ring formation protein FlgA	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013592_3	K02393	57.1	162.9	2.20E-48	flagellar L-ring protein precursor FlgH	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013592_4	K02394	76.63	462.6	2.70E-139	flagellar P-ring protein precursor FlgI	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013592_6	K02398	26.13	52	2.70E-14	negative regulator of flagellin synthesis FlgM	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013592_8	K02396	93.5	379.2	1.10E-113	flagellar hook-associated protein 1 FlgK	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013592_9	K02397	152.93	197.5	9.90E-59	flagellar hook-associated protein 3 FlgL	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013592_10	K13626	45.93	124.7	7.60E-37	flagellar assembly factor FliW	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013592_11	K03563	30.2	81.3	2.00E-23	carbon storage regulator	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013598_2	K07491	14.5	58.5	2.20E-16	putative transposase	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013598_4	K01130	370.77	427.2	4.40E-128	arylsulfatase [EC:3.1.6.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013598_7	K09790	31.47	94	2.60E-27	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013734_3	K02217	148.67	152.6	3.90E-45	ferritin [EC:1.16.3.2]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013734_5	K07407	64.07	352.7	1.40E-105	alpha-galactosidase [EC:3.2.1.22]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013754_1	K01273	64.17	258.8	2.40E-77	membrane dipeptidase [EC:3.4.13.19]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013754_2	K03406	63.73	190.1	2.10E-56	methyl-accepting chemotaxis protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013754_4	K14128	215.13	341.3	1.40E-102	F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013754_5	K14126	604.23	648.1	2.30E-195	F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013773_6	K07486	28.6	52.1	2.20E-14	transposase	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013784_2	K16898	479.03	607.8	1.50E-182	ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013784_2	K03657	389.07	389.3	1.30E-116	DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013784_8	K08998	28.97	82.8	8.60E-24	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013817_2	K14742	78.93	155.7	5.20E-46	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013817_3	K03789	98.97	130.3	2.40E-38	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013817_4	K09794	27.6	31.7	4.00E-08	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013817_5	K01613	37.1	100.5	2.50E-29	phosphatidylserine decarboxylase [EC:4.1.1.65]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10013817_6	K17103	79.33	237	8.40E-71	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014053_1	K08963	274.23	528	8.90E-159	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014053_2	K01409	79.73	429.4	6.80E-129	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014053_6	K03312	44.23	474.8	7.70E-143	glutamate:Na+ symporter, ESS family	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014053_8	K01990	254.93	298.4	3.40E-89	ABC-2 type transport system ATP-binding protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014092_1	K21498	44.3	83	7.00E-24	antitoxin HigA-1	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014092_1	K07334	31.67	35.8	1.80E-09	toxin HigB-1	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014092_5	K09132	91.07	106.9	2.10E-31	uncharacterized protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014310_2	K03406	63.73	288	4.50E-86	methyl-accepting chemotaxis protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014310_5	K03406	63.73	249.8	1.70E-74	methyl-accepting chemotaxis protein	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014451_1	K01443	123.23	321.2	4.80E-96	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014451_3	K00688	52.33	374.6	3.00E-112	glycogen phosphorylase [EC:2.4.1.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014451_5	K01875	75.3	552.1	4.10E-166	seryl-tRNA synthetase [EC:6.1.1.11]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014451_6	K00963	67.33	114.6	1.90E-33	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014596_1	K03687	30.1	185	7.60E-55	molecular chaperone GrpE	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014596_2	K03686	415.27	507	2.40E-152	molecular chaperone DnaJ	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014596_3	K02687	125.2	234.3	7.90E-70	ribosomal protein L11 methyltransferase [EC:2.1.1.-]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014596_4	K09761	65.23	221.8	2.80E-66	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014596_5	K12132	234.1	299.7	9.30E-90	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10014596_5	K08884	235.33	287.1	9.00E-86	serine/threonine protein kinase, bacterial [EC:2.7.11.1]	K_DeepCast_100m_m2_001.faa	CP Ziwabacteria	1
